( ( ( ( ( ( ( [MAX 4 ) ( ( ( ( [MEDIAN ( ( ( [MEDIAN 4 ) 9 ) ] ) ) ( ( ( ( [MIN ( ( ( [SUM 6 ) 0 ) ] ) ) 6 ) 6 ) ] ) ) 8 ) ] ) ) 2 ) 4 ) 0 ) 8 ) ] )	"MED, sorted list, [4, 9], MEDIAN is 6
SUM, add [6, 0], sum is 6, answer is 6
Min, smallest number of [6, 6, 6] is 6
MED, sorted list, [6, 6, 8], MEDIAN is 6
Max, largest number of [4, 6, 2, 4, 0, 8] is 8
Final answer: 8"
( ( ( ( ( ( ( ( ( ( [MIN ( ( ( ( ( ( ( ( ( ( ( [MEDIAN 5 ) 9 ) 1 ) 7 ) 4 ) 6 ) 0 ) 8 ) 9 ) 7 ) ] ) ) 4 ) 7 ) 3 ) 2 ) 5 ) 1 ) 6 ) 2 ) ] )	"MED, sorted list, [0, 1, 4, 5, 6, 7, 7, 8, 9, 9], MEDIAN is 6
Min, smallest number of [6, 4, 7, 3, 2, 5, 1, 6, 2] is 1
Final answer: 1"
( ( ( ( ( ( ( ( ( ( [MAX ( ( ( ( ( ( [MAX ( ( ( ( ( ( ( [MAX 9 ) 4 ) 1 ) ( ( ( ( ( ( ( ( ( ( [MEDIAN 9 ) 9 ) ( ( ( ( [MEDIAN 8 ) 8 ) 3 ) ] ) ) 4 ) 5 ) 4 ) 8 ) 9 ) 7 ) ] ) ) 3 ) 2 ) ] ) ) 7 ) 8 ) 1 ) 6 ) ] ) ) 0 ) 4 ) 1 ) 8 ) 6 ) 2 ) 1 ) 0 ) ] )	"MED, sorted list, [3, 8, 8], MEDIAN is 8
MED, sorted list, [4, 4, 5, 7, 8, 8, 9, 9, 9], MEDIAN is 8
Max, largest number of [9, 4, 1, 8, 3, 2] is 9
Max, largest number of [9, 7, 8, 1, 6] is 9
Max, largest number of [9, 0, 4, 1, 8, 6, 2, 1, 0] is 9
Final answer: 9"
( ( ( ( ( ( ( ( ( [MAX 5 ) 4 ) ( ( ( [MIN 4 ) 7 ) ] ) ) ( ( ( ( ( ( ( ( ( ( ( [MIN 9 ) 5 ) 3 ) ( ( ( [MAX 3 ) 8 ) ] ) ) 9 ) 7 ) 6 ) 7 ) 4 ) 6 ) ] ) ) 6 ) 9 ) 2 ) 8 ) ] )	"Min, smallest number of [4, 7] is 4
Max, largest number of [3, 8] is 8
Min, smallest number of [9, 5, 3, 8, 9, 7, 6, 7, 4, 6] is 3
Max, largest number of [5, 4, 4, 3, 6, 9, 2, 8] is 9
Final answer: 9"
( ( ( ( ( ( ( [MEDIAN 4 ) ( ( ( ( ( ( ( [MAX 0 ) 9 ) ( ( ( ( ( ( ( ( ( ( [MIN 3 ) 5 ) 0 ) 0 ) 0 ) 4 ) 5 ) 7 ) 4 ) ] ) ) 0 ) ( ( ( ( ( ( ( [MIN 0 ) 6 ) 1 ) 3 ) 7 ) 5 ) ] ) ) 6 ) ] ) ) 5 ) 8 ) 1 ) 4 ) ] )	"Min, smallest number of [3, 5, 0, 0, 0, 4, 5, 7, 4] is 0
Min, smallest number of [0, 6, 1, 3, 7, 5] is 0
Max, largest number of [0, 9, 0, 0, 0, 6] is 9
MED, sorted list, [1, 4, 4, 5, 8, 9], MEDIAN is 4
Final answer: 4"
( ( ( ( ( ( ( ( [MEDIAN 6 ) ( ( ( [SUM 7 ) 5 ) ] ) ) 5 ) ( ( ( ( ( ( ( ( ( ( [MAX 9 ) 6 ) 6 ) 0 ) 7 ) 1 ) 0 ) 4 ) 3 ) ] ) ) 1 ) 2 ) 1 ) ] )	"SUM, add [7, 5], sum is 12, answer is 2
Max, largest number of [9, 6, 6, 0, 7, 1, 0, 4, 3] is 9
MED, sorted list, [1, 1, 2, 2, 5, 6, 9], MEDIAN is 2
Final answer: 2"
( ( ( ( ( ( ( [MEDIAN 0 ) 3 ) 0 ) 6 ) 2 ) ( ( ( ( ( ( ( [SUM 4 ) 6 ) 9 ) ( ( ( ( ( ( [MAX 2 ) 3 ) 9 ) 4 ) 9 ) ] ) ) 6 ) 1 ) ] ) ) ] )	"Max, largest number of [2, 3, 9, 4, 9] is 9
SUM, add [4, 6, 9, 9, 6, 1], sum is 35, answer is 5
MED, sorted list, [0, 0, 2, 3, 5, 6], MEDIAN is 2
Final answer: 2"
( ( ( ( ( ( ( ( ( ( [MAX 2 ) 2 ) ( ( ( ( ( ( ( [SUM 4 ) 7 ) 5 ) 2 ) 8 ) ( ( ( ( ( ( [MIN 8 ) 7 ) 0 ) 0 ) 8 ) ] ) ) ] ) ) 0 ) 3 ) 4 ) 2 ) 1 ) 1 ) ] )	"Min, smallest number of [8, 7, 0, 0, 8] is 0
SUM, add [4, 7, 5, 2, 8, 0], sum is 26, answer is 6
Max, largest number of [2, 2, 6, 0, 3, 4, 2, 1, 1] is 6
Final answer: 6"
( ( ( ( ( ( ( ( ( ( ( [MIN 1 ) ( ( ( ( ( ( ( [MIN 2 ) 0 ) 9 ) 1 ) 2 ) 0 ) ] ) ) 2 ) 3 ) ( ( ( ( ( ( ( ( ( [MEDIAN 5 ) 8 ) 8 ) 1 ) 5 ) 5 ) 5 ) 2 ) ] ) ) 5 ) 8 ) 0 ) 0 ) 0 ) ] )	"Min, smallest number of [2, 0, 9, 1, 2, 0] is 0
MED, sorted list, [1, 2, 5, 5, 5, 5, 8, 8], MEDIAN is 5
Min, smallest number of [1, 0, 2, 3, 5, 5, 8, 0, 0, 0] is 0
Final answer: 0"
( ( ( ( ( ( ( ( ( ( ( [MIN ( ( ( ( ( ( ( ( ( ( [SUM 9 ) ( ( ( ( [MIN 6 ) 0 ) 5 ) ] ) ) 4 ) 9 ) 6 ) 7 ) ( ( ( ( ( ( [SUM 0 ) 9 ) 8 ) 2 ) 3 ) ] ) ) 4 ) 0 ) ] ) ) 6 ) 2 ) 4 ) 1 ) 0 ) 5 ) ( ( ( ( ( [MIN 7 ) 6 ) 3 ) 3 ) ] ) ) 2 ) 6 ) ] )	"Min, smallest number of [6, 0, 5] is 0
SUM, add [0, 9, 8, 2, 3], sum is 22, answer is 2
SUM, add [9, 0, 4, 9, 6, 7, 2, 4, 0], sum is 41, answer is 1
Min, smallest number of [7, 6, 3, 3] is 3
Min, smallest number of [1, 6, 2, 4, 1, 0, 5, 3, 2, 6] is 0
Final answer: 0"
( ( ( ( ( ( [SUM 4 ) 6 ) 9 ) ( ( ( ( ( ( ( [MEDIAN 9 ) ( ( ( ( ( ( ( ( [MAX 1 ) 5 ) 8 ) 8 ) 3 ) 9 ) 3 ) ] ) ) 2 ) 9 ) 9 ) 9 ) ] ) ) 3 ) ] )	"Max, largest number of [1, 5, 8, 8, 3, 9, 3] is 9
MED, sorted list, [2, 9, 9, 9, 9, 9], MEDIAN is 9
SUM, add [4, 6, 9, 9, 3], sum is 31, answer is 1
Final answer: 1"
( ( ( ( ( ( ( ( ( ( ( [MEDIAN ( ( ( ( ( ( ( ( ( ( [MEDIAN 1 ) 0 ) 5 ) 4 ) 5 ) ( ( ( ( ( ( ( ( [MEDIAN 1 ) 9 ) 5 ) 7 ) 8 ) 6 ) 3 ) ] ) ) ( ( ( [MIN 3 ) 7 ) ] ) ) 0 ) 7 ) ] ) ) 8 ) 0 ) 5 ) 1 ) 1 ) 7 ) 8 ) 6 ) 7 ) ] )	"MED, sorted list, [1, 3, 5, 6, 7, 8, 9], MEDIAN is 6
Min, smallest number of [3, 7] is 3
MED, sorted list, [0, 0, 1, 3, 4, 5, 5, 6, 7], MEDIAN is 4
MED, sorted list, [0, 1, 1, 4, 5, 6, 7, 7, 8, 8], MEDIAN is 5
Final answer: 5"
( ( ( ( ( [SUM ( ( ( [MIN 8 ) 5 ) ] ) ) 9 ) ( ( ( ( [MEDIAN 6 ) ( ( ( ( ( ( ( ( ( ( [MAX 4 ) 6 ) 9 ) 4 ) 4 ) 5 ) 5 ) 4 ) 9 ) ] ) ) 7 ) ] ) ) 4 ) ] )	"Min, smallest number of [8, 5] is 5
Max, largest number of [4, 6, 9, 4, 4, 5, 5, 4, 9] is 9
MED, sorted list, [6, 7, 9], MEDIAN is 7
SUM, add [5, 9, 7, 4], sum is 25, answer is 5
Final answer: 5"
( ( ( ( ( ( ( ( [SUM 7 ) 9 ) ( ( ( ( ( ( ( ( ( ( [MEDIAN 3 ) 9 ) 0 ) 0 ) 6 ) 1 ) 9 ) 2 ) ( ( ( [SUM 2 ) ( ( ( ( ( [MAX 3 ) 1 ) 4 ) 6 ) ] ) ) ] ) ) ] ) ) 8 ) 5 ) 5 ) 5 ) ] )	"Max, largest number of [3, 1, 4, 6] is 6
SUM, add [2, 6], sum is 8, answer is 8
MED, sorted list, [0, 0, 1, 2, 3, 6, 8, 9, 9], MEDIAN is 3
SUM, add [7, 9, 3, 8, 5, 5, 5], sum is 42, answer is 2
Final answer: 2"
( ( ( ( ( ( [MAX 8 ) 0 ) ( ( ( ( ( ( ( ( [MIN 6 ) ( ( ( ( [MIN 4 ) 8 ) ( ( ( ( ( ( ( [MIN 6 ) 7 ) 2 ) 1 ) 3 ) 8 ) ] ) ) ] ) ) 6 ) 0 ) 7 ) 3 ) 9 ) ] ) ) ( ( ( ( [MAX 9 ) 8 ) 7 ) ] ) ) 0 ) ] )	"Min, smallest number of [6, 7, 2, 1, 3, 8] is 1
Min, smallest number of [4, 8, 1] is 1
Min, smallest number of [6, 1, 6, 0, 7, 3, 9] is 0
Max, largest number of [9, 8, 7] is 9
Max, largest number of [8, 0, 0, 9, 0] is 9
Final answer: 9"
( ( ( ( ( ( [MIN 3 ) 7 ) ( ( ( ( ( ( ( ( ( [MIN 6 ) 8 ) ( ( ( ( [MIN 9 ) 6 ) 5 ) ] ) ) 0 ) 7 ) 6 ) ( ( ( ( ( ( ( ( ( [MIN 3 ) 4 ) 1 ) 0 ) 5 ) 1 ) 2 ) 1 ) ] ) ) 7 ) ] ) ) 1 ) 3 ) ] )	"Min, smallest number of [9, 6, 5] is 5
Min, smallest number of [3, 4, 1, 0, 5, 1, 2, 1] is 0
Min, smallest number of [6, 8, 5, 0, 7, 6, 0, 7] is 0
Min, smallest number of [3, 7, 0, 1, 3] is 0
Final answer: 0"
( ( ( ( ( ( ( ( [MEDIAN 6 ) ( ( ( ( ( ( ( ( ( ( [MIN 3 ) 7 ) 3 ) 9 ) 3 ) ( ( ( [MAX 7 ) 4 ) ] ) ) 7 ) 5 ) 8 ) ] ) ) 9 ) 9 ) 6 ) 5 ) 8 ) ] )	"Max, largest number of [7, 4] is 7
Min, smallest number of [3, 7, 3, 9, 3, 7, 7, 5, 8] is 3
MED, sorted list, [3, 5, 6, 6, 8, 9, 9], MEDIAN is 6
Final answer: 6"
( ( ( ( ( ( ( ( ( ( [SUM 4 ) 7 ) 1 ) 1 ) ( ( ( [MIN 2 ) 2 ) ] ) ) 3 ) ( ( ( ( ( ( [MAX 0 ) 6 ) ( ( ( ( ( ( ( ( [MEDIAN 4 ) ( ( ( ( ( ( [MAX 4 ) 1 ) 1 ) 5 ) 9 ) ] ) ) 7 ) 0 ) 9 ) 1 ) 7 ) ] ) ) 2 ) 1 ) ] ) ) 0 ) 5 ) ] )	"Min, smallest number of [2, 2] is 2
Max, largest number of [4, 1, 1, 5, 9] is 9
MED, sorted list, [0, 1, 4, 7, 7, 9, 9], MEDIAN is 7
Max, largest number of [0, 6, 7, 2, 1] is 7
SUM, add [4, 7, 1, 1, 2, 3, 7, 0, 5], sum is 30, answer is 0
Final answer: 0"
( ( ( ( ( ( ( [MEDIAN 1 ) 2 ) 6 ) ( ( ( ( ( ( [MIN ( ( ( ( ( ( ( ( ( [MEDIAN 4 ) 8 ) 9 ) 8 ) 7 ) 5 ) ( ( ( ( ( ( [MEDIAN 0 ) 4 ) 7 ) ( ( ( [MAX 1 ) 4 ) ] ) ) 6 ) ] ) ) 3 ) ] ) ) 0 ) 5 ) 0 ) 7 ) ] ) ) 2 ) 3 ) ] )	"Max, largest number of [1, 4] is 4
MED, sorted list, [0, 4, 4, 6, 7], MEDIAN is 4
MED, sorted list, [3, 4, 4, 5, 7, 8, 8, 9], MEDIAN is 6
Min, smallest number of [6, 0, 5, 0, 7] is 0
MED, sorted list, [0, 1, 2, 2, 3, 6], MEDIAN is 2
Final answer: 2"
( ( ( ( ( ( [MAX ( ( ( ( ( ( ( [SUM ( ( ( ( ( ( ( [MIN 7 ) 1 ) 6 ) 6 ) 6 ) 7 ) ] ) ) 4 ) 0 ) 6 ) 0 ) ( ( ( [MEDIAN 5 ) ( ( ( [SUM ( ( ( ( ( ( [SUM 1 ) 5 ) 7 ) 8 ) 4 ) ] ) ) 2 ) ] ) ) ] ) ) ] ) ) 3 ) ( ( ( ( [MIN 5 ) 1 ) 0 ) ] ) ) 9 ) 2 ) ] )	"Min, smallest number of [7, 1, 6, 6, 6, 7] is 1
SUM, add [1, 5, 7, 8, 4], sum is 25, answer is 5
SUM, add [5, 2], sum is 7, answer is 7
MED, sorted list, [5, 7], MEDIAN is 6
SUM, add [1, 4, 0, 6, 0, 6], sum is 17, answer is 7
Min, smallest number of [5, 1, 0] is 0
Max, largest number of [7, 3, 0, 9, 2] is 9
Final answer: 9"
( ( ( ( ( ( ( ( ( [MAX 3 ) ( ( ( ( ( ( ( [SUM ( ( ( ( [MIN ( ( ( ( ( [MIN 7 ) 1 ) 3 ) 6 ) ] ) ) 1 ) 0 ) ] ) ) 3 ) 4 ) ( ( ( ( [MEDIAN 6 ) 2 ) 4 ) ] ) ) 2 ) 3 ) ] ) ) 8 ) 9 ) ( ( ( ( ( ( ( [MEDIAN 7 ) 1 ) 0 ) 7 ) 3 ) 7 ) ] ) ) 9 ) ( ( ( ( ( ( [MEDIAN 7 ) 4 ) ( ( ( [MEDIAN 2 ) 0 ) ] ) ) 7 ) ( ( ( [MEDIAN 9 ) 5 ) ] ) ) ] ) ) 6 ) ] )	"Min, smallest number of [7, 1, 3, 6] is 1
Min, smallest number of [1, 1, 0] is 0
MED, sorted list, [2, 4, 6], MEDIAN is 4
SUM, add [0, 3, 4, 4, 2, 3], sum is 16, answer is 6
MED, sorted list, [0, 1, 3, 7, 7, 7], MEDIAN is 5
MED, sorted list, [0, 2], MEDIAN is 1
MED, sorted list, [5, 9], MEDIAN is 7
MED, sorted list, [1, 4, 7, 7, 7], MEDIAN is 7
Max, largest number of [3, 6, 8, 9, 5, 9, 7, 6] is 9
Final answer: 9"
( ( ( ( ( [MAX ( ( ( ( ( ( ( [SUM 6 ) 8 ) 1 ) 9 ) ( ( ( ( [SUM 7 ) 7 ) 3 ) ] ) ) 7 ) ] ) ) ( ( ( ( ( ( ( ( ( ( [MEDIAN ( ( ( ( ( ( ( ( ( ( ( [MEDIAN 6 ) 0 ) 3 ) 7 ) 9 ) 8 ) 3 ) 4 ) 4 ) 0 ) ] ) ) 4 ) 1 ) 7 ) 4 ) 9 ) 1 ) 1 ) 8 ) ] ) ) 7 ) 8 ) ] )	"SUM, add [7, 7, 3], sum is 17, answer is 7
SUM, add [6, 8, 1, 9, 7, 7], sum is 38, answer is 8
MED, sorted list, [0, 0, 3, 3, 4, 4, 6, 7, 8, 9], MEDIAN is 4
MED, sorted list, [1, 1, 1, 4, 4, 4, 7, 8, 9], MEDIAN is 4
Max, largest number of [8, 4, 7, 8] is 8
Final answer: 8"
( ( ( ( ( ( ( [SUM 2 ) ( ( ( ( ( [MAX 8 ) 8 ) 1 ) ( ( ( ( ( ( ( [MEDIAN 3 ) ( ( ( ( ( [SUM 6 ) ( ( ( ( [MIN 2 ) ( ( ( ( ( ( ( [MEDIAN 2 ) ( ( ( [MAX 9 ) 2 ) ] ) ) 7 ) 7 ) 7 ) 4 ) ] ) ) 1 ) ] ) ) 9 ) 9 ) ] ) ) 3 ) 2 ) ( ( ( ( ( [MIN 5 ) 3 ) 8 ) 3 ) ] ) ) 6 ) ] ) ) ] ) ) 1 ) 4 ) 5 ) 5 ) ] )	"Max, largest number of [9, 2] is 9
MED, sorted list, [2, 4, 7, 7, 7, 9], MEDIAN is 7
Min, smallest number of [2, 7, 1] is 1
SUM, add [6, 1, 9, 9], sum is 25, answer is 5
Min, smallest number of [5, 3, 8, 3] is 3
MED, sorted list, [2, 3, 3, 3, 5, 6], MEDIAN is 3
Max, largest number of [8, 8, 1, 3] is 8
SUM, add [2, 8, 1, 4, 5, 5], sum is 25, answer is 5
Final answer: 5"
( ( ( ( ( ( ( ( [MAX 6 ) 5 ) 3 ) ( ( ( ( ( ( ( [MAX 5 ) 7 ) 0 ) 6 ) ( ( ( ( [SUM 7 ) ( ( ( ( ( ( ( ( ( [MAX 9 ) 7 ) 5 ) 4 ) 4 ) 1 ) 0 ) 5 ) ] ) ) 6 ) ] ) ) 0 ) ] ) ) 5 ) 3 ) 0 ) ] )	"Max, largest number of [9, 7, 5, 4, 4, 1, 0, 5] is 9
SUM, add [7, 9, 6], sum is 22, answer is 2
Max, largest number of [5, 7, 0, 6, 2, 0] is 7
Max, largest number of [6, 5, 3, 7, 5, 3, 0] is 7
Final answer: 7"
( ( ( ( [MAX ( ( ( ( ( ( ( ( ( ( [MEDIAN 9 ) 4 ) 4 ) 2 ) 4 ) 7 ) ( ( ( ( ( ( [MAX 3 ) 2 ) ( ( ( [SUM ( ( ( ( [MEDIAN 2 ) ( ( ( ( ( ( [MAX 3 ) 8 ) 8 ) 2 ) 2 ) ] ) ) ( ( ( [MIN 2 ) 8 ) ] ) ) ] ) ) 7 ) ] ) ) 9 ) 9 ) ] ) ) 6 ) 0 ) ] ) ) ( ( ( ( ( ( ( [SUM 2 ) 7 ) 0 ) 0 ) 4 ) 7 ) ] ) ) 9 ) ] )	"Max, largest number of [3, 8, 8, 2, 2] is 8
Min, smallest number of [2, 8] is 2
MED, sorted list, [2, 2, 8], MEDIAN is 2
SUM, add [2, 7], sum is 9, answer is 9
Max, largest number of [3, 2, 9, 9, 9] is 9
MED, sorted list, [0, 2, 4, 4, 4, 6, 7, 9, 9], MEDIAN is 4
SUM, add [2, 7, 0, 0, 4, 7], sum is 20, answer is 0
Max, largest number of [4, 0, 9] is 9
Final answer: 9"
